previous_state,count,sex,age_group,education,marital_status,previous_state_code,previous_fips
Arizona,2012,Female,65+,Some College,Divorced/Separated,AZ,4
Arizona,1458,Female,65+,Some College,Widowed,AZ,4
Arizona,277,Female,65+,Bachelor's Degree,Never Married,AZ,4
Arizona,1317,Female,65+,Bachelor's Degree,Married,AZ,4
Arizona,329,Female,65+,Bachelor's Degree,Divorced/Separated,AZ,4
Arizona,238,Female,65+,Bachelor's Degree,Widowed,AZ,4
Arizona,136,Female,65+,Graduate Degree,Never Married,AZ,4
Arizona,743,Female,65+,Graduate Degree,Married,AZ,4
Arizona,302,Female,65+,Graduate Degree,Divorced/Separated,AZ,4
Arizona,624,Female,65+,Graduate Degree,Widowed,AZ,4
Arizona,15065,Male,0-17,Less than High School,Never Married,AZ,4
Arizona,0,Male,0-17,Less than High School,Married,AZ,4
Arizona,0,Male,0-17,Less than High School,Divorced/Separated,AZ,4
Arizona,0,Male,0-17,Less than High School,Widowed,AZ,4
Arizona,437,Male,0-17,High School Grad,Never Married,AZ,4
Arizona,0,Male,0-17,High School Grad,Married,AZ,4
Arizona,0,Male,0-17,High School Grad,Divorced/Separated,AZ,4
Arizona,0,Male,0-17,High School Grad,Widowed,AZ,4
Arizona,0,Male,0-17,Some College,Never Married,AZ,4
Arizona,0,Male,0-17,Some College,Married,AZ,4
Arizona,0,Male,0-17,Some College,Divorced/Separated,AZ,4
Arizona,0,Male,0-17,Some College,Widowed,AZ,4
Arizona,0,Male,0-17,Bachelor's Degree,Never Married,AZ,4
Arizona,0,Male,0-17,Bachelor's Degree,Married,AZ,4
Arizona,0,Male,0-17,Bachelor's Degree,Divorced/Separated,AZ,4
Arizona,0,Male,0-17,Bachelor's Degree,Widowed,AZ,4
Arizona,0,Male,0-17,Graduate Degree,Never Married,AZ,4
Arizona,0,Male,0-17,Graduate Degree,Married,AZ,4
Arizona,0,Male,0-17,Graduate Degree,Divorced/Separated,AZ,4
Arizona,0,Male,0-17,Graduate Degree,Widowed,AZ,4
Arizona,681,Male,18-24,Less than High School,Never Married,AZ,4
Arizona,0,Male,18-24,Less than High School,Married,AZ,4
Arizona,0,Male,18-24,Less than High School,Divorced/Separated,AZ,4
Arizona,0,Male,18-24,Less than High School,Widowed,AZ,4
Arizona,7028,Male,18-24,High School Grad,Never Married,AZ,4
Arizona,701,Male,18-24,High School Grad,Married,AZ,4
Arizona,0,Male,18-24,High School Grad,Divorced/Separated,AZ,4
Arizona,0,Male,18-24,High School Grad,Widowed,AZ,4
Arizona,5754,Male,18-24,Some College,Never Married,AZ,4
Arizona,502,Male,18-24,Some College,Married,AZ,4
Arizona,0,Male,18-24,Some College,Divorced/Separated,AZ,4
Arizona,0,Male,18-24,Some College,Widowed,AZ,4
Arizona,1133,Male,18-24,Bachelor's Degree,Never Married,AZ,4
Arizona,43,Male,18-24,Bachelor's Degree,Married,AZ,4
Arizona,0,Male,18-24,Bachelor's Degree,Divorced/Separated,AZ,4
Arizona,0,Male,18-24,Bachelor's Degree,Widowed,AZ,4
Arizona,399,Male,18-24,Graduate Degree,Never Married,AZ,4
Arizona,0,Male,18-24,Graduate Degree,Married,AZ,4
Arizona,0,Male,18-24,Graduate Degree,Divorced/Separated,AZ,4
Arizona,0,Male,18-24,Graduate Degree,Widowed,AZ,4
Arizona,812,Male,25-34,Less than High School,Never Married,AZ,4
Arizona,135,Male,25-34,Less than High School,Married,AZ,4
Arizona,0,Male,25-34,Less than High School,Divorced/Separated,AZ,4
Arizona,0,Male,25-34,Less than High School,Widowed,AZ,4
Arizona,1484,Male,25-34,High School Grad,Never Married,AZ,4
Arizona,942,Male,25-34,High School Grad,Married,AZ,4
Arizona,647,Male,25-34,High School Grad,Divorced/Separated,AZ,4
Arizona,0,Male,25-34,High School Grad,Widowed,AZ,4
Arizona,3306,Male,25-34,Some College,Never Married,AZ,4
Arizona,1271,Male,25-34,Some College,Married,AZ,4
Arizona,693,Male,25-34,Some College,Divorced/Separated,AZ,4
Arizona,0,Male,25-34,Some College,Widowed,AZ,4
Arizona,3124,Male,25-34,Bachelor's Degree,Never Married,AZ,4
Arizona,3041,Male,25-34,Bachelor's Degree,Married,AZ,4
Arizona,802,Male,25-34,Bachelor's Degree,Divorced/Separated,AZ,4
Arizona,0,Male,25-34,Bachelor's Degree,Widowed,AZ,4
Arizona,2269,Male,25-34,Graduate Degree,Never Married,AZ,4
Arizona,752,Male,25-34,Graduate Degree,Married,AZ,4
Arizona,0,Male,25-34,Graduate Degree,Divorced/Separated,AZ,4
Arizona,0,Male,25-34,Graduate Degree,Widowed,AZ,4
Arizona,468,Male,35-44,Less than High School,Never Married,AZ,4
Arizona,166,Male,35-44,Less than High School,Married,AZ,4
Arizona,99,Male,35-44,Less than High School,Divorced/Separated,AZ,4
Arizona,0,Male,35-44,Less than High School,Widowed,AZ,4
Arizona,1411,Male,35-44,High School Grad,Never Married,AZ,4
Arizona,948,Male,35-44,High School Grad,Married,AZ,4
Arizona,761,Male,35-44,High School Grad,Divorced/Separated,AZ,4
Arizona,0,Male,35-44,High School Grad,Widowed,AZ,4
Arizona,1773,Male,35-44,Some College,Never Married,AZ,4
Arizona,2094,Male,35-44,Some College,Married,AZ,4
Arizona,243,Male,35-44,Some College,Divorced/Separated,AZ,4
Arizona,0,Male,35-44,Some College,Widowed,AZ,4
Arizona,1696,Male,35-44,Bachelor's Degree,Never Married,AZ,4
Arizona,2560,Male,35-44,Bachelor's Degree,Married,AZ,4
Arizona,139,Male,35-44,Bachelor's Degree,Divorced/Separated,AZ,4
Arizona,0,Male,35-44,Bachelor's Degree,Widowed,AZ,4
Arizona,528,Male,35-44,Graduate Degree,Never Married,AZ,4
Arizona,816,Male,35-44,Graduate Degree,Married,AZ,4
Arizona,177,Male,35-44,Graduate Degree,Divorced/Separated,AZ,4
Arizona,0,Male,35-44,Graduate Degree,Widowed,AZ,4
Arizona,337,Male,45-54,Less than High School,Never Married,AZ,4
Arizona,0,Male,45-54,Less than High School,Married,AZ,4
Arizona,17,Male,45-54,Less than High School,Divorced/Separated,AZ,4
Arizona,0,Male,45-54,Less than High School,Widowed,AZ,4
Arizona,175,Male,45-54,High School Grad,Never Married,AZ,4
Arizona,1689,Male,45-54,High School Grad,Married,AZ,4
Arizona,535,Male,45-54,High School Grad,Divorced/Separated,AZ,4
Arizona,232,Male,45-54,High School Grad,Widowed,AZ,4
Arizona,432,Male,45-54,Some College,Never Married,AZ,4
Arizona,2766,Male,45-54,Some College,Married,AZ,4
Arizona,641,Male,45-54,Some College,Divorced/Separated,AZ,4
Arizona,0,Male,45-54,Some College,Widowed,AZ,4
Arizona,0,Male,45-54,Bachelor's Degree,Never Married,AZ,4
Arizona,1635,Male,45-54,Bachelor's Degree,Married,AZ,4
Arizona,323,Male,45-54,Bachelor's Degree,Divorced/Separated,AZ,4
Arizona,0,Male,45-54,Bachelor's Degree,Widowed,AZ,4
Arizona,114,Male,45-54,Graduate Degree,Never Married,AZ,4
Arizona,2006,Male,45-54,Graduate Degree,Married,AZ,4
Arizona,523,Male,45-54,Graduate Degree,Divorced/Separated,AZ,4
Arizona,0,Male,45-54,Graduate Degree,Widowed,AZ,4
Arizona,136,Male,55-64,Less than High School,Never Married,AZ,4
Arizona,399,Male,55-64,Less than High School,Married,AZ,4
Arizona,78,Male,55-64,Less than High School,Divorced/Separated,AZ,4
Arizona,51,Male,55-64,Less than High School,Widowed,AZ,4
Arizona,227,Male,55-64,High School Grad,Never Married,AZ,4
Arizona,1953,Male,55-64,High School Grad,Married,AZ,4
Arizona,990,Male,55-64,High School Grad,Divorced/Separated,AZ,4
Arizona,42,Male,55-64,High School Grad,Widowed,AZ,4
Arizona,181,Male,55-64,Some College,Never Married,AZ,4
Arizona,1582,Male,55-64,Some College,Married,AZ,4
Arizona,610,Male,55-64,Some College,Divorced/Separated,AZ,4
Arizona,0,Male,55-64,Some College,Widowed,AZ,4
Arizona,316,Male,55-64,Bachelor's Degree,Never Married,AZ,4
Arizona,1629,Male,55-64,Bachelor's Degree,Married,AZ,4
Arizona,781,Male,55-64,Bachelor's Degree,Divorced/Separated,AZ,4
Arizona,0,Male,55-64,Bachelor's Degree,Widowed,AZ,4
Arizona,591,Male,55-64,Graduate Degree,Never Married,AZ,4
Arizona,808,Male,55-64,Graduate Degree,Married,AZ,4
Arizona,0,Male,55-64,Graduate Degree,Divorced/Separated,AZ,4
Arizona,0,Male,55-64,Graduate Degree,Widowed,AZ,4
Arizona,92,Male,65+,Less than High School,Never Married,AZ,4
Arizona,0,Male,65+,Less than High School,Married,AZ,4
Arizona,163,Male,65+,Less than High School,Divorced/Separated,AZ,4
Arizona,232,Male,65+,Less than High School,Widowed,AZ,4
Arizona,117,Male,65+,High School Grad,Never Married,AZ,4
Arizona,1716,Male,65+,High School Grad,Married,AZ,4
Arizona,780,Male,65+,High School Grad,Divorced/Separated,AZ,4
Arizona,123,Male,65+,High School Grad,Widowed,AZ,4
Arizona,351,Male,65+,Some College,Never Married,AZ,4
Arizona,2880,Male,65+,Some College,Married,AZ,4
Arizona,746,Male,65+,Some College,Divorced/Separated,AZ,4
Arizona,271,Male,65+,Some College,Widowed,AZ,4
Arizona,277,Male,65+,Bachelor's Degree,Never Married,AZ,4
Arizona,1430,Male,65+,Bachelor's Degree,Married,AZ,4
Arizona,313,Male,65+,Bachelor's Degree,Divorced/Separated,AZ,4
Arizona,456,Male,65+,Bachelor's Degree,Widowed,AZ,4
Arizona,123,Male,65+,Graduate Degree,Never Married,AZ,4
Arizona,1266,Male,65+,Graduate Degree,Married,AZ,4
Arizona,82,Male,65+,Graduate Degree,Divorced/Separated,AZ,4
Arizona,281,Male,65+,Graduate Degree,Widowed,AZ,4
Arkansas,4092,Female,0-17,Less than High School,Never Married,AR,5
Arkansas,0,Female,0-17,Less than High School,Married,AR,5
Arkansas,0,Female,0-17,Less than High School,Divorced/Separated,AR,5
Arkansas,0,Female,0-17,Less than High School,Widowed,AR,5
Arkansas,0,Female,0-17,High School Grad,Never Married,AR,5
Arkansas,0,Female,0-17,High School Grad,Married,AR,5
Arkansas,0,Female,0-17,High School Grad,Divorced/Separated,AR,5
Arkansas,0,Female,0-17,High School Grad,Widowed,AR,5
Arkansas,0,Female,0-17,Some College,Never Married,AR,5
Arkansas,0,Female,0-17,Some College,Married,AR,5
Arkansas,0,Female,0-17,Some College,Divorced/Separated,AR,5
Arkansas,0,Female,0-17,Some College,Widowed,AR,5
Arkansas,0,Female,0-17,Bachelor's Degree,Never Married,AR,5
Arkansas,0,Female,0-17,Bachelor's Degree,Married,AR,5
Arkansas,0,Female,0-17,Bachelor's Degree,Divorced/Separated,AR,5
Arkansas,0,Female,0-17,Bachelor's Degree,Widowed,AR,5
Arkansas,0,Female,0-17,Graduate Degree,Never Married,AR,5
Arkansas,0,Female,0-17,Graduate Degree,Married,AR,5
Arkansas,0,Female,0-17,Graduate Degree,Divorced/Separated,AR,5
Arkansas,0,Female,0-17,Graduate Degree,Widowed,AR,5
Arkansas,69,Female,18-24,Less than High School,Never Married,AR,5
Arkansas,0,Female,18-24,Less than High School,Married,AR,5
Arkansas,0,Female,18-24,Less than High School,Divorced/Separated,AR,5
Arkansas,0,Female,18-24,Less than High School,Widowed,AR,5
Arkansas,1142,Female,18-24,High School Grad,Never Married,AR,5
Arkansas,420,Female,18-24,High School Grad,Married,AR,5
Arkansas,66,Female,18-24,High School Grad,Divorced/Separated,AR,5
Arkansas,0,Female,18-24,High School Grad,Widowed,AR,5
Arkansas,1688,Female,18-24,Some College,Never Married,AR,5
Arkansas,29,Female,18-24,Some College,Married,AR,5
Arkansas,0,Female,18-24,Some College,Divorced/Separated,AR,5
Arkansas,0,Female,18-24,Some College,Widowed,AR,5
Arkansas,2694,Female,18-24,Bachelor's Degree,Never Married,AR,5
Arkansas,236,Female,18-24,Bachelor's Degree,Married,AR,5
Arkansas,83,Female,18-24,Bachelor's Degree,Divorced/Separated,AR,5
Arkansas,0,Female,18-24,Bachelor's Degree,Widowed,AR,5
Arkansas,29,Female,18-24,Graduate Degree,Never Married,AR,5
Arkansas,0,Female,18-24,Graduate Degree,Married,AR,5
Arkansas,0,Female,18-24,Graduate Degree,Divorced/Separated,AR,5
Arkansas,0,Female,18-24,Graduate Degree,Widowed,AR,5
Arkansas,334,Female,25-34,Less than High School,Never Married,AR,5
Arkansas,384,Female,25-34,Less than High School,Married,AR,5
Arkansas,85,Female,25-34,Less than High School,Divorced/Separated,AR,5
Arkansas,0,Female,25-34,Less than High School,Widowed,AR,5
Arkansas,819,Female,25-34,High School Grad,Never Married,AR,5
Arkansas,775,Female,25-34,High School Grad,Married,AR,5
Arkansas,223,Female,25-34,High School Grad,Divorced/Separated,AR,5
Arkansas,62,Female,25-34,High School Grad,Widowed,AR,5
Arkansas,453,Female,25-34,Some College,Never Married,AR,5
Arkansas,1099,Female,25-34,Some College,Married,AR,5
Arkansas,63,Female,25-34,Some College,Divorced/Separated,AR,5
Arkansas,0,Female,25-34,Some College,Widowed,AR,5
Arkansas,2170,Female,25-34,Bachelor's Degree,Never Married,AR,5
Arkansas,947,Female,25-34,Bachelor's Degree,Married,AR,5
Arkansas,140,Female,25-34,Bachelor's Degree,Divorced/Separated,AR,5
Arkansas,0,Female,25-34,Bachelor's Degree,Widowed,AR,5
Arkansas,1140,Female,25-34,Graduate Degree,Never Married,AR,5
Arkansas,63,Female,25-34,Graduate Degree,Married,AR,5
Arkansas,186,Female,25-34,Graduate Degree,Divorced/Separated,AR,5
Arkansas,0,Female,25-34,Graduate Degree,Widowed,AR,5
Arkansas,0,Female,35-44,Less than High School,Never Married,AR,5
Arkansas,0,Female,35-44,Less than High School,Married,AR,5
Arkansas,0,Female,35-44,Less than High School,Divorced/Separated,AR,5
Arkansas,0,Female,35-44,Less than High School,Widowed,AR,5
Arkansas,0,Female,35-44,High School Grad,Never Married,AR,5
Arkansas,749,Female,35-44,High School Grad,Married,AR,5
Arkansas,0,Female,35-44,High School Grad,Divorced/Separated,AR,5
Arkansas,0,Female,35-44,High School Grad,Widowed,AR,5
Arkansas,204,Female,35-44,Some College,Never Married,AR,5
Arkansas,414,Female,35-44,Some College,Married,AR,5
Arkansas,210,Female,35-44,Some College,Divorced/Separated,AR,5
Arkansas,0,Female,35-44,Some College,Widowed,AR,5
Arkansas,297,Female,35-44,Bachelor's Degree,Never Married,AR,5
Arkansas,213,Female,35-44,Bachelor's Degree,Married,AR,5
Arkansas,79,Female,35-44,Bachelor's Degree,Divorced/Separated,AR,5
Arkansas,0,Female,35-44,Bachelor's Degree,Widowed,AR,5
Arkansas,213,Female,35-44,Graduate Degree,Never Married,AR,5
Arkansas,320,Female,35-44,Graduate Degree,Married,AR,5
Arkansas,161,Female,35-44,Graduate Degree,Divorced/Separated,AR,5
Arkansas,0,Female,35-44,Graduate Degree,Widowed,AR,5
Arkansas,0,Female,45-54,Less than High School,Never Married,AR,5
Arkansas,0,Female,45-54,Less than High School,Married,AR,5
Arkansas,0,Female,45-54,Less than High School,Divorced/Separated,AR,5
Arkansas,0,Female,45-54,Less than High School,Widowed,AR,5
Arkansas,43,Female,45-54,High School Grad,Never Married,AR,5
Arkansas,22,Female,45-54,High School Grad,Married,AR,5
Arkansas,758,Female,45-54,High School Grad,Divorced/Separated,AR,5
Arkansas,115,Female,45-54,High School Grad,Widowed,AR,5
Arkansas,426,Female,45-54,Some College,Never Married,AR,5
Arkansas,112,Female,45-54,Some College,Married,AR,5
Arkansas,493,Female,45-54,Some College,Divorced/Separated,AR,5
Arkansas,33,Female,45-54,Some College,Widowed,AR,5
Arkansas,162,Female,45-54,Bachelor's Degree,Never Married,AR,5
Arkansas,307,Female,45-54,Bachelor's Degree,Married,AR,5
Arkansas,46,Female,45-54,Bachelor's Degree,Divorced/Separated,AR,5
Arkansas,0,Female,45-54,Bachelor's Degree,Widowed,AR,5
Arkansas,139,Female,45-54,Graduate Degree,Never Married,AR,5
Arkansas,167,Female,45-54,Graduate Degree,Married,AR,5
Arkansas,0,Female,45-54,Graduate Degree,Divorced/Separated,AR,5
Arkansas,0,Female,45-54,Graduate Degree,Widowed,AR,5
Arkansas,0,Female,55-64,Less than High School,Never Married,AR,5
Arkansas,140,Female,55-64,Less than High School,Married,AR,5
Arkansas,174,Female,55-64,Less than High School,Divorced/Separated,AR,5
Arkansas,0,Female,55-64,Less than High School,Widowed,AR,5
Arkansas,0,Female,55-64,High School Grad,Never Married,AR,5
Arkansas,100,Female,55-64,High School Grad,Married,AR,5
Arkansas,248,Female,55-64,High School Grad,Divorced/Separated,AR,5
Arkansas,52,Female,55-64,High School Grad,Widowed,AR,5
Arkansas,0,Female,55-64,Some College,Never Married,AR,5
Arkansas,328,Female,55-64,Some College,Married,AR,5
Arkansas,184,Female,55-64,Some College,Divorced/Separated,AR,5
Arkansas,243,Female,55-64,Some College,Widowed,AR,5
Arkansas,52,Female,55-64,Bachelor's Degree,Never Married,AR,5
Arkansas,159,Female,55-64,Bachelor's Degree,Married,AR,5
Arkansas,35,Female,55-64,Bachelor's Degree,Divorced/Separated,AR,5
Arkansas,137,Female,55-64,Bachelor's Degree,Widowed,AR,5
Arkansas,0,Female,55-64,Graduate Degree,Never Married,AR,5
Arkansas,426,Female,55-64,Graduate Degree,Married,AR,5
Arkansas,204,Female,55-64,Graduate Degree,Divorced/Separated,AR,5
Arkansas,0,Female,55-64,Graduate Degree,Widowed,AR,5
Arkansas,29,Female,65+,Less than High School,Never Married,AR,5
Arkansas,168,Female,65+,Less than High School,Married,AR,5
Arkansas,246,Female,65+,Less than High School,Divorced/Separated,AR,5
Arkansas,232,Female,65+,Less than High School,Widowed,AR,5
Arkansas,0,Female,65+,High School Grad,Never Married,AR,5
Arkansas,574,Female,65+,High School Grad,Married,AR,5
Arkansas,346,Female,65+,High School Grad,Divorced/Separated,AR,5
Arkansas,574,Female,65+,High School Grad,Widowed,AR,5
Arkansas,163,Female,65+,Some College,Never Married,AR,5
Arkansas,372,Female,65+,Some College,Married,AR,5
Arkansas,138,Female,65+,Some College,Divorced/Separated,AR,5
Arkansas,446,Female,65+,Some College,Widowed,AR,5
Arkansas,0,Female,65+,Bachelor's Degree,Never Married,AR,5
Arkansas,127,Female,65+,Bachelor's Degree,Married,AR,5
Arkansas,248,Female,65+,Bachelor's Degree,Divorced/Separated,AR,5
Arkansas,121,Female,65+,Bachelor's Degree,Widowed,AR,5
Arkansas,0,Female,65+,Graduate Degree,Never Married,AR,5
Arkansas,175,Female,65+,Graduate Degree,Married,AR,5
Arkansas,44,Female,65+,Graduate Degree,Divorced/Separated,AR,5
Arkansas,0,Female,65+,Graduate Degree,Widowed,AR,5
Arkansas,5226,Male,0-17,Less than High School,Never Married,AR,5
Arkansas,0,Male,0-17,Less than High School,Married,AR,5
Arkansas,0,Male,0-17,Less than High School,Divorced/Separated,AR,5
Arkansas,0,Male,0-17,Less than High School,Widowed,AR,5
Arkansas,0,Male,0-17,High School Grad,Never Married,AR,5
Arkansas,0,Male,0-17,High School Grad,Married,AR,5
Arkansas,0,Male,0-17,High School Grad,Divorced/Separated,AR,5
Arkansas,0,Male,0-17,High School Grad,Widowed,AR,5
Arkansas,0,Male,0-17,Some College,Never Married,AR,5
Arkansas,0,Male,0-17,Some College,Married,AR,5
Arkansas,0,Male,0-17,Some College,Divorced/Separated,AR,5
Arkansas,0,Male,0-17,Some College,Widowed,AR,5
Arkansas,0,Male,0-17,Bachelor's Degree,Never Married,AR,5
Arkansas,0,Male,0-17,Bachelor's Degree,Married,AR,5
Arkansas,0,Male,0-17,Bachelor's Degree,Divorced/Separated,AR,5
Arkansas,0,Male,0-17,Bachelor's Degree,Widowed,AR,5
Arkansas,0,Male,0-17,Graduate Degree,Never Married,AR,5
Arkansas,0,Male,0-17,Graduate Degree,Married,AR,5
Arkansas,0,Male,0-17,Graduate Degree,Divorced/Separated,AR,5
Arkansas,0,Male,0-17,Graduate Degree,Widowed,AR,5
Arkansas,33,Male,18-24,Less than High School,Never Married,AR,5
Arkansas,384,Male,18-24,Less than High School,Married,AR,5
Arkansas,0,Male,18-24,Less than High School,Divorced/Separated,AR,5
Arkansas,0,Male,18-24,Less than High School,Widowed,AR,5
Arkansas,1150,Male,18-24,High School Grad,Never Married,AR,5
Arkansas,168,Male,18-24,High School Grad,Married,AR,5
Arkansas,0,Male,18-24,High School Grad,Divorced/Separated,AR,5
Arkansas,0,Male,18-24,High School Grad,Widowed,AR,5
Arkansas,2089,Male,18-24,Some College,Never Married,AR,5
Arkansas,0,Male,18-24,Some College,Married,AR,5
Arkansas,0,Male,18-24,Some College,Divorced/Separated,AR,5
Arkansas,145,Male,18-24,Some College,Widowed,AR,5
Arkansas,2369,Male,18-24,Bachelor's Degree,Never Married,AR,5
Arkansas,260,Male,18-24,Bachelor's Degree,Married,AR,5
Arkansas,0,Male,18-24,Bachelor's Degree,Divorced/Separated,AR,5
Arkansas,0,Male,18-24,Bachelor's Degree,Widowed,AR,5
Arkansas,0,Male,18-24,Graduate Degree,Never Married,AR,5
Arkansas,230,Male,18-24,Graduate Degree,Married,AR,5
Arkansas,0,Male,18-24,Graduate Degree,Divorced/Separated,AR,5
Arkansas,0,Male,18-24,Graduate Degree,Widowed,AR,5
Arkansas,645,Male,25-34,Less than High School,Never Married,AR,5
Arkansas,13,Male,25-34,Less than High School,Married,AR,5
Arkansas,166,Male,25-34,Less than High School,Divorced/Separated,AR,5
Arkansas,0,Male,25-34,Less than High School,Widowed,AR,5
Arkansas,1401,Male,25-34,High School Grad,Never Married,AR,5
Arkansas,315,Male,25-34,High School Grad,Married,AR,5
Arkansas,331,Male,25-34,High School Grad,Divorced/Separated,AR,5
Arkansas,0,Male,25-34,High School Grad,Widowed,AR,5
Arkansas,1546,Male,25-34,Some College,Never Married,AR,5
Arkansas,612,Male,25-34,Some College,Married,AR,5
Arkansas,0,Male,25-34,Some College,Divorced/Separated,AR,5
Arkansas,0,Male,25-34,Some College,Widowed,AR,5
Arkansas,1806,Male,25-34,Bachelor's Degree,Never Married,AR,5
Arkansas,1330,Male,25-34,Bachelor's Degree,Married,AR,5
Arkansas,98,Male,25-34,Bachelor's Degree,Divorced/Separated,AR,5
Arkansas,0,Male,25-34,Bachelor's Degree,Widowed,AR,5
Arkansas,734,Male,25-34,Graduate Degree,Never Married,AR,5
Arkansas,416,Male,25-34,Graduate Degree,Married,AR,5
Arkansas,0,Male,25-34,Graduate Degree,Divorced/Separated,AR,5
Arkansas,0,Male,25-34,Graduate Degree,Widowed,AR,5
Arkansas,132,Male,35-44,Less than High School,Never Married,AR,5
Arkansas,53,Male,35-44,Less than High School,Married,AR,5
Arkansas,79,Male,35-44,Less than High School,Divorced/Separated,AR,5
Arkansas,0,Male,35-44,Less than High School,Widowed,AR,5
Arkansas,355,Male,35-44,High School Grad,Never Married,AR,5
Arkansas,437,Male,35-44,High School Grad,Married,AR,5
Arkansas,335,Male,35-44,High School Grad,Divorced/Separated,AR,5
Arkansas,0,Male,35-44,High School Grad,Widowed,AR,5
Arkansas,258,Male,35-44,Some College,Never Married,AR,5
Arkansas,785,Male,35-44,Some College,Married,AR,5
Arkansas,144,Male,35-44,Some College,Divorced/Separated,AR,5
Arkansas,0,Male,35-44,Some College,Widowed,AR,5
Arkansas,620,Male,35-44,Bachelor's Degree,Never Married,AR,5
Arkansas,703,Male,35-44,Bachelor's Degree,Married,AR,5
Arkansas,686,Male,35-44,Bachelor's Degree,Divorced/Separated,AR,5
Arkansas,0,Male,35-44,Bachelor's Degree,Widowed,AR,5
Arkansas,216,Male,35-44,Graduate Degree,Never Married,AR,5
Arkansas,310,Male,35-44,Graduate Degree,Married,AR,5
Arkansas,222,Male,35-44,Graduate Degree,Divorced/Separated,AR,5
Arkansas,0,Male,35-44,Graduate Degree,Widowed,AR,5
Arkansas,57,Male,45-54,Less than High School,Never Married,AR,5
Arkansas,164,Male,45-54,Less than High School,Married,AR,5
Arkansas,0,Male,45-54,Less than High School,Divorced/Separated,AR,5
Arkansas,0,Male,45-54,Less than High School,Widowed,AR,5
Arkansas,55,Male,45-54,High School Grad,Never Married,AR,5
Arkansas,395,Male,45-54,High School Grad,Married,AR,5
Arkansas,209,Male,45-54,High School Grad,Divorced/Separated,AR,5
Arkansas,0,Male,45-54,High School Grad,Widowed,AR,5
Arkansas,75,Male,45-54,Some College,Never Married,AR,5
Arkansas,217,Male,45-54,Some College,Married,AR,5
Arkansas,0,Male,45-54,Some College,Divorced/Separated,AR,5
Arkansas,0,Male,45-54,Some College,Widowed,AR,5
Arkansas,0,Male,45-54,Bachelor's Degree,Never Married,AR,5
Arkansas,85,Male,45-54,Bachelor's Degree,Married,AR,5
Arkansas,468,Male,45-54,Bachelor's Degree,Divorced/Separated,AR,5
Arkansas,0,Male,45-54,Bachelor's Degree,Widowed,AR,5
Arkansas,0,Male,45-54,Graduate Degree,Never Married,AR,5
Arkansas,196,Male,45-54,Graduate Degree,Married,AR,5
Arkansas,0,Male,45-54,Graduate Degree,Divorced/Separated,AR,5
Arkansas,0,Male,45-54,Graduate Degree,Widowed,AR,5
Arkansas,0,Male,55-64,Less than High School,Never Married,AR,5
Arkansas,193,Male,55-64,Less than High School,Married,AR,5
Arkansas,0,Male,55-64,Less than High School,Divorced/Separated,AR,5
Arkansas,0,Male,55-64,Less than High School,Widowed,AR,5
Arkansas,152,Male,55-64,High School Grad,Never Married,AR,5
Arkansas,0,Male,55-64,High School Grad,Married,AR,5
Arkansas,0,Male,55-64,High School Grad,Divorced/Separated,AR,5
Arkansas,0,Male,55-64,High School Grad,Widowed,AR,5
Arkansas,0,Male,55-64,Some College,Never Married,AR,5
Arkansas,296,Male,55-64,Some College,Married,AR,5
Arkansas,589,Male,55-64,Some College,Divorced/Separated,AR,5
Arkansas,0,Male,55-64,Some College,Widowed,AR,5
Arkansas,0,Male,55-64,Bachelor's Degree,Never Married,AR,5
Arkansas,96,Male,55-64,Bachelor's Degree,Married,AR,5
Arkansas,0,Male,55-64,Bachelor's Degree,Divorced/Separated,AR,5
Arkansas,0,Male,55-64,Bachelor's Degree,Widowed,AR,5
Arkansas,143,Male,55-64,Graduate Degree,Never Married,AR,5
Arkansas,239,Male,55-64,Graduate Degree,Married,AR,5
Arkansas,57,Male,55-64,Graduate Degree,Divorced/Separated,AR,5
Arkansas,0,Male,55-64,Graduate Degree,Widowed,AR,5
Arkansas,0,Male,65+,Less than High School,Never Married,AR,5
Arkansas,138,Male,65+,Less than High School,Married,AR,5
Arkansas,56,Male,65+,Less than High School,Divorced/Separated,AR,5
Arkansas,0,Male,65+,Less than High School,Widowed,AR,5
Arkansas,75,Male,65+,High School Grad,Never Married,AR,5
Arkansas,321,Male,65+,High School Grad,Married,AR,5
Arkansas,261,Male,65+,High School Grad,Divorced/Separated,AR,5
Arkansas,118,Male,65+,High School Grad,Widowed,AR,5
Arkansas,116,Male,65+,Some College,Never Married,AR,5
Arkansas,843,Male,65+,Some College,Married,AR,5
Arkansas,62,Male,65+,Some College,Divorced/Separated,AR,5
Arkansas,115,Male,65+,Some College,Widowed,AR,5
Arkansas,0,Male,65+,Bachelor's Degree,Never Married,AR,5
Arkansas,230,Male,65+,Bachelor's Degree,Married,AR,5
Arkansas,65,Male,65+,Bachelor's Degree,Divorced/Separated,AR,5
Arkansas,0,Male,65+,Bachelor's Degree,Widowed,AR,5
Arkansas,0,Male,65+,Graduate Degree,Never Married,AR,5
Arkansas,580,Male,65+,Graduate Degree,Married,AR,5
Arkansas,84,Male,65+,Graduate Degree,Divorced/Separated,AR,5
Arkansas,0,Male,65+,Graduate Degree,Widowed,AR,5
California,49351,Female,0-17,Less than High School,Never Married,CA,6
California,0,Female,0-17,Less than High School,Married,CA,6
California,0,Female,0-17,Less than High School,Divorced/Separated,CA,6
