current_state,count,sex,age_group,education,marital_status,current_state_code,current_fips
Iowa,1433,All,65+,Bachelor's Degree,Married,IA,19
Iowa,58,All,65+,Bachelor's Degree,Divorced/Separated,IA,19
Iowa,168,All,65+,Bachelor's Degree,Widowed,IA,19
Iowa,21,All,65+,Graduate Degree,Never Married,IA,19
Iowa,134,All,65+,Graduate Degree,Married,IA,19
Iowa,271,All,65+,Graduate Degree,Divorced/Separated,IA,19
Iowa,57,All,65+,Graduate Degree,Widowed,IA,19
Kansas,14021,All,0-17,Less than High School,Never Married,KS,20
Kansas,51,All,0-17,Less than High School,Married,KS,20
Kansas,0,All,0-17,Less than High School,Divorced/Separated,KS,20
Kansas,0,All,0-17,Less than High School,Widowed,KS,20
Kansas,0,All,0-17,High School Grad,Never Married,KS,20
Kansas,0,All,0-17,High School Grad,Married,KS,20
Kansas,0,All,0-17,High School Grad,Divorced/Separated,KS,20
Kansas,0,All,0-17,High School Grad,Widowed,KS,20
Kansas,221,All,0-17,Some College,Never Married,KS,20
Kansas,0,All,0-17,Some College,Married,KS,20
Kansas,0,All,0-17,Some College,Divorced/Separated,KS,20
Kansas,0,All,0-17,Some College,Widowed,KS,20
Kansas,0,All,0-17,Bachelor's Degree,Never Married,KS,20
Kansas,0,All,0-17,Bachelor's Degree,Married,KS,20
Kansas,0,All,0-17,Bachelor's Degree,Divorced/Separated,KS,20
Kansas,0,All,0-17,Bachelor's Degree,Widowed,KS,20
Kansas,0,All,0-17,Graduate Degree,Never Married,KS,20
Kansas,0,All,0-17,Graduate Degree,Married,KS,20
Kansas,0,All,0-17,Graduate Degree,Divorced/Separated,KS,20
Kansas,0,All,0-17,Graduate Degree,Widowed,KS,20
Kansas,1093,All,18-24,Less than High School,Never Married,KS,20
Kansas,592,All,18-24,Less than High School,Married,KS,20
Kansas,0,All,18-24,Less than High School,Divorced/Separated,KS,20
Kansas,0,All,18-24,Less than High School,Widowed,KS,20
Kansas,4480,All,18-24,High School Grad,Never Married,KS,20
Kansas,1074,All,18-24,High School Grad,Married,KS,20
Kansas,0,All,18-24,High School Grad,Divorced/Separated,KS,20
Kansas,0,All,18-24,High School Grad,Widowed,KS,20
Kansas,7951,All,18-24,Some College,Never Married,KS,20
Kansas,706,All,18-24,Some College,Married,KS,20
Kansas,0,All,18-24,Some College,Divorced/Separated,KS,20
Kansas,0,All,18-24,Some College,Widowed,KS,20
Kansas,3791,All,18-24,Bachelor's Degree,Never Married,KS,20
Kansas,1005,All,18-24,Bachelor's Degree,Married,KS,20
Kansas,0,All,18-24,Bachelor's Degree,Divorced/Separated,KS,20
Kansas,0,All,18-24,Bachelor's Degree,Widowed,KS,20
Kansas,0,All,18-24,Graduate Degree,Never Married,KS,20
Kansas,0,All,18-24,Graduate Degree,Married,KS,20
Kansas,0,All,18-24,Graduate Degree,Divorced/Separated,KS,20
Kansas,0,All,18-24,Graduate Degree,Widowed,KS,20
Kansas,1133,All,25-34,Less than High School,Never Married,KS,20
Kansas,52,All,25-34,Less than High School,Married,KS,20
Kansas,0,All,25-34,Less than High School,Divorced/Separated,KS,20
Kansas,0,All,25-34,Less than High School,Widowed,KS,20
Kansas,797,All,25-34,High School Grad,Never Married,KS,20
Kansas,807,All,25-34,High School Grad,Married,KS,20
Kansas,1405,All,25-34,High School Grad,Divorced/Separated,KS,20
Kansas,2,All,25-34,High School Grad,Widowed,KS,20
Kansas,3218,All,25-34,Some College,Never Married,KS,20
Kansas,764,All,25-34,Some College,Married,KS,20
Kansas,755,All,25-34,Some College,Divorced/Separated,KS,20
Kansas,0,All,25-34,Some College,Widowed,KS,20
Kansas,1861,All,25-34,Bachelor's Degree,Never Married,KS,20
Kansas,2360,All,25-34,Bachelor's Degree,Married,KS,20
Kansas,120,All,25-34,Bachelor's Degree,Divorced/Separated,KS,20
Kansas,0,All,25-34,Bachelor's Degree,Widowed,KS,20
Kansas,3120,All,25-34,Graduate Degree,Never Married,KS,20
Kansas,906,All,25-34,Graduate Degree,Married,KS,20
Kansas,178,All,25-34,Graduate Degree,Divorced/Separated,KS,20
Kansas,0,All,25-34,Graduate Degree,Widowed,KS,20
Kansas,744,All,35-44,Less than High School,Never Married,KS,20
Kansas,103,All,35-44,Less than High School,Married,KS,20
Kansas,131,All,35-44,Less than High School,Divorced/Separated,KS,20
Kansas,0,All,35-44,Less than High School,Widowed,KS,20
Kansas,578,All,35-44,High School Grad,Never Married,KS,20
Kansas,396,All,35-44,High School Grad,Married,KS,20
Kansas,184,All,35-44,High School Grad,Divorced/Separated,KS,20
Kansas,0,All,35-44,High School Grad,Widowed,KS,20
Kansas,652,All,35-44,Some College,Never Married,KS,20
Kansas,2238,All,35-44,Some College,Married,KS,20
Kansas,600,All,35-44,Some College,Divorced/Separated,KS,20
Kansas,0,All,35-44,Some College,Widowed,KS,20
Kansas,412,All,35-44,Bachelor's Degree,Never Married,KS,20
Kansas,1338,All,35-44,Bachelor's Degree,Married,KS,20
Kansas,386,All,35-44,Bachelor's Degree,Divorced/Separated,KS,20
Kansas,0,All,35-44,Bachelor's Degree,Widowed,KS,20
Kansas,116,All,35-44,Graduate Degree,Never Married,KS,20
Kansas,1206,All,35-44,Graduate Degree,Married,KS,20
Kansas,206,All,35-44,Graduate Degree,Divorced/Separated,KS,20
Kansas,0,All,35-44,Graduate Degree,Widowed,KS,20
Kansas,437,All,45-54,Less than High School,Never Married,KS,20
Kansas,581,All,45-54,Less than High School,Married,KS,20
Kansas,505,All,45-54,Less than High School,Divorced/Separated,KS,20
Kansas,179,All,45-54,Less than High School,Widowed,KS,20
Kansas,1237,All,45-54,High School Grad,Never Married,KS,20
Kansas,985,All,45-54,High School Grad,Married,KS,20
Kansas,722,All,45-54,High School Grad,Divorced/Separated,KS,20
Kansas,99,All,45-54,High School Grad,Widowed,KS,20
Kansas,142,All,45-54,Some College,Never Married,KS,20
Kansas,786,All,45-54,Some College,Married,KS,20
Kansas,505,All,45-54,Some College,Divorced/Separated,KS,20
Kansas,119,All,45-54,Some College,Widowed,KS,20
Kansas,161,All,45-54,Bachelor's Degree,Never Married,KS,20
Kansas,386,All,45-54,Bachelor's Degree,Married,KS,20
Kansas,481,All,45-54,Bachelor's Degree,Divorced/Separated,KS,20
Kansas,0,All,45-54,Bachelor's Degree,Widowed,KS,20
Kansas,44,All,45-54,Graduate Degree,Never Married,KS,20
Kansas,581,All,45-54,Graduate Degree,Married,KS,20
Kansas,69,All,45-54,Graduate Degree,Divorced/Separated,KS,20
Kansas,0,All,45-54,Graduate Degree,Widowed,KS,20
Kansas,228,All,55-64,Less than High School,Never Married,KS,20
Kansas,649,All,55-64,Less than High School,Married,KS,20
Kansas,434,All,55-64,Less than High School,Divorced/Separated,KS,20
Kansas,0,All,55-64,Less than High School,Widowed,KS,20
Kansas,44,All,55-64,High School Grad,Never Married,KS,20
Kansas,642,All,55-64,High School Grad,Married,KS,20
Kansas,295,All,55-64,High School Grad,Divorced/Separated,KS,20
Kansas,296,All,55-64,High School Grad,Widowed,KS,20
Kansas,50,All,55-64,Some College,Never Married,KS,20
Kansas,976,All,55-64,Some College,Married,KS,20
Kansas,436,All,55-64,Some College,Divorced/Separated,KS,20
Kansas,93,All,55-64,Some College,Widowed,KS,20
Kansas,0,All,55-64,Bachelor's Degree,Never Married,KS,20
Kansas,538,All,55-64,Bachelor's Degree,Married,KS,20
Kansas,330,All,55-64,Bachelor's Degree,Divorced/Separated,KS,20
Kansas,215,All,55-64,Bachelor's Degree,Widowed,KS,20
Kansas,0,All,55-64,Graduate Degree,Never Married,KS,20
Kansas,205,All,55-64,Graduate Degree,Married,KS,20
Kansas,17,All,55-64,Graduate Degree,Divorced/Separated,KS,20
Kansas,0,All,55-64,Graduate Degree,Widowed,KS,20
Kansas,0,All,65+,Less than High School,Never Married,KS,20
Kansas,57,All,65+,Less than High School,Married,KS,20
Kansas,0,All,65+,Less than High School,Divorced/Separated,KS,20
Kansas,356,All,65+,Less than High School,Widowed,KS,20
Kansas,6,All,65+,High School Grad,Never Married,KS,20
Kansas,488,All,65+,High School Grad,Married,KS,20
Kansas,117,All,65+,High School Grad,Divorced/Separated,KS,20
Kansas,287,All,65+,High School Grad,Widowed,KS,20
Kansas,93,All,65+,Some College,Never Married,KS,20
Kansas,1317,All,65+,Some College,Married,KS,20
Kansas,219,All,65+,Some College,Divorced/Separated,KS,20
Kansas,459,All,65+,Some College,Widowed,KS,20
Kansas,0,All,65+,Bachelor's Degree,Never Married,KS,20
Kansas,785,All,65+,Bachelor's Degree,Married,KS,20
Kansas,0,All,65+,Bachelor's Degree,Divorced/Separated,KS,20
Kansas,347,All,65+,Bachelor's Degree,Widowed,KS,20
Kansas,0,All,65+,Graduate Degree,Never Married,KS,20
Kansas,775,All,65+,Graduate Degree,Married,KS,20
Kansas,59,All,65+,Graduate Degree,Divorced/Separated,KS,20
Kansas,180,All,65+,Graduate Degree,Widowed,KS,20
Kentucky,18344,All,0-17,Less than High School,Never Married,KY,21
Kentucky,0,All,0-17,Less than High School,Married,KY,21
Kentucky,0,All,0-17,Less than High School,Divorced/Separated,KY,21
Kentucky,0,All,0-17,Less than High School,Widowed,KY,21
Kentucky,0,All,0-17,High School Grad,Never Married,KY,21
Kentucky,0,All,0-17,High School Grad,Married,KY,21
Kentucky,0,All,0-17,High School Grad,Divorced/Separated,KY,21
Kentucky,0,All,0-17,High School Grad,Widowed,KY,21
Kentucky,0,All,0-17,Some College,Never Married,KY,21
Kentucky,0,All,0-17,Some College,Married,KY,21
Kentucky,0,All,0-17,Some College,Divorced/Separated,KY,21
Kentucky,0,All,0-17,Some College,Widowed,KY,21
Kentucky,0,All,0-17,Bachelor's Degree,Never Married,KY,21
Kentucky,0,All,0-17,Bachelor's Degree,Married,KY,21
Kentucky,0,All,0-17,Bachelor's Degree,Divorced/Separated,KY,21
Kentucky,0,All,0-17,Bachelor's Degree,Widowed,KY,21
Kentucky,0,All,0-17,Graduate Degree,Never Married,KY,21
Kentucky,0,All,0-17,Graduate Degree,Married,KY,21
Kentucky,0,All,0-17,Graduate Degree,Divorced/Separated,KY,21
Kentucky,0,All,0-17,Graduate Degree,Widowed,KY,21
Kentucky,1578,All,18-24,Less than High School,Never Married,KY,21
Kentucky,64,All,18-24,Less than High School,Married,KY,21
Kentucky,0,All,18-24,Less than High School,Divorced/Separated,KY,21
Kentucky,0,All,18-24,Less than High School,Widowed,KY,21
Kentucky,6313,All,18-24,High School Grad,Never Married,KY,21
Kentucky,1396,All,18-24,High School Grad,Married,KY,21
Kentucky,165,All,18-24,High School Grad,Divorced/Separated,KY,21
Kentucky,0,All,18-24,High School Grad,Widowed,KY,21
Kentucky,9868,All,18-24,Some College,Never Married,KY,21
Kentucky,1035,All,18-24,Some College,Married,KY,21
Kentucky,0,All,18-24,Some College,Divorced/Separated,KY,21
Kentucky,0,All,18-24,Some College,Widowed,KY,21
Kentucky,2457,All,18-24,Bachelor's Degree,Never Married,KY,21
Kentucky,270,All,18-24,Bachelor's Degree,Married,KY,21
Kentucky,0,All,18-24,Bachelor's Degree,Divorced/Separated,KY,21
Kentucky,0,All,18-24,Bachelor's Degree,Widowed,KY,21
Kentucky,0,All,18-24,Graduate Degree,Never Married,KY,21
Kentucky,0,All,18-24,Graduate Degree,Married,KY,21
Kentucky,0,All,18-24,Graduate Degree,Divorced/Separated,KY,21
Kentucky,0,All,18-24,Graduate Degree,Widowed,KY,21
Kentucky,775,All,25-34,Less than High School,Never Married,KY,21
Kentucky,121,All,25-34,Less than High School,Married,KY,21
Kentucky,156,All,25-34,Less than High School,Divorced/Separated,KY,21
Kentucky,0,All,25-34,Less than High School,Widowed,KY,21
Kentucky,1149,All,25-34,High School Grad,Never Married,KY,21
Kentucky,1938,All,25-34,High School Grad,Married,KY,21
Kentucky,477,All,25-34,High School Grad,Divorced/Separated,KY,21
Kentucky,52,All,25-34,High School Grad,Widowed,KY,21
Kentucky,1617,All,25-34,Some College,Never Married,KY,21
Kentucky,4397,All,25-34,Some College,Married,KY,21
Kentucky,1685,All,25-34,Some College,Divorced/Separated,KY,21
Kentucky,0,All,25-34,Some College,Widowed,KY,21
Kentucky,2507,All,25-34,Bachelor's Degree,Never Married,KY,21
Kentucky,3266,All,25-34,Bachelor's Degree,Married,KY,21
Kentucky,367,All,25-34,Bachelor's Degree,Divorced/Separated,KY,21
Kentucky,0,All,25-34,Bachelor's Degree,Widowed,KY,21
Kentucky,783,All,25-34,Graduate Degree,Never Married,KY,21
Kentucky,1656,All,25-34,Graduate Degree,Married,KY,21
Kentucky,129,All,25-34,Graduate Degree,Divorced/Separated,KY,21
Kentucky,0,All,25-34,Graduate Degree,Widowed,KY,21
Kentucky,531,All,35-44,Less than High School,Never Married,KY,21
Kentucky,504,All,35-44,Less than High School,Married,KY,21
Kentucky,298,All,35-44,Less than High School,Divorced/Separated,KY,21
Kentucky,69,All,35-44,Less than High School,Widowed,KY,21
Kentucky,1007,All,35-44,High School Grad,Never Married,KY,21
Kentucky,1258,All,35-44,High School Grad,Married,KY,21
Kentucky,203,All,35-44,High School Grad,Divorced/Separated,KY,21
Kentucky,60,All,35-44,High School Grad,Widowed,KY,21
Kentucky,515,All,35-44,Some College,Never Married,KY,21
Kentucky,3135,All,35-44,Some College,Married,KY,21
Kentucky,552,All,35-44,Some College,Divorced/Separated,KY,21
Kentucky,140,All,35-44,Some College,Widowed,KY,21
Kentucky,748,All,35-44,Bachelor's Degree,Never Married,KY,21
Kentucky,2791,All,35-44,Bachelor's Degree,Married,KY,21
Kentucky,584,All,35-44,Bachelor's Degree,Divorced/Separated,KY,21
Kentucky,0,All,35-44,Bachelor's Degree,Widowed,KY,21
Kentucky,289,All,35-44,Graduate Degree,Never Married,KY,21
Kentucky,1531,All,35-44,Graduate Degree,Married,KY,21
Kentucky,390,All,35-44,Graduate Degree,Divorced/Separated,KY,21
Kentucky,0,All,35-44,Graduate Degree,Widowed,KY,21
Kentucky,299,All,45-54,Less than High School,Never Married,KY,21
Kentucky,110,All,45-54,Less than High School,Married,KY,21
Kentucky,274,All,45-54,Less than High School,Divorced/Separated,KY,21
Kentucky,0,All,45-54,Less than High School,Widowed,KY,21
Kentucky,268,All,45-54,High School Grad,Never Married,KY,21
Kentucky,1011,All,45-54,High School Grad,Married,KY,21
Kentucky,859,All,45-54,High School Grad,Divorced/Separated,KY,21
Kentucky,140,All,45-54,High School Grad,Widowed,KY,21
Kentucky,326,All,45-54,Some College,Never Married,KY,21
Kentucky,1390,All,45-54,Some College,Married,KY,21
Kentucky,909,All,45-54,Some College,Divorced/Separated,KY,21
Kentucky,0,All,45-54,Some College,Widowed,KY,21
Kentucky,63,All,45-54,Bachelor's Degree,Never Married,KY,21
Kentucky,1388,All,45-54,Bachelor's Degree,Married,KY,21
Kentucky,452,All,45-54,Bachelor's Degree,Divorced/Separated,KY,21
Kentucky,0,All,45-54,Bachelor's Degree,Widowed,KY,21
Kentucky,47,All,45-54,Graduate Degree,Never Married,KY,21
Kentucky,410,All,45-54,Graduate Degree,Married,KY,21
Kentucky,40,All,45-54,Graduate Degree,Divorced/Separated,KY,21
Kentucky,0,All,45-54,Graduate Degree,Widowed,KY,21
Kentucky,0,All,55-64,Less than High School,Never Married,KY,21
Kentucky,415,All,55-64,Less than High School,Married,KY,21
Kentucky,328,All,55-64,Less than High School,Divorced/Separated,KY,21
Kentucky,0,All,55-64,Less than High School,Widowed,KY,21
Kentucky,326,All,55-64,High School Grad,Never Married,KY,21
Kentucky,2046,All,55-64,High School Grad,Married,KY,21
Kentucky,838,All,55-64,High School Grad,Divorced/Separated,KY,21
Kentucky,598,All,55-64,High School Grad,Widowed,KY,21
Kentucky,187,All,55-64,Some College,Never Married,KY,21
Kentucky,1778,All,55-64,Some College,Married,KY,21
Kentucky,709,All,55-64,Some College,Divorced/Separated,KY,21
Kentucky,0,All,55-64,Some College,Widowed,KY,21
Kentucky,82,All,55-64,Bachelor's Degree,Never Married,KY,21
Kentucky,761,All,55-64,Bachelor's Degree,Married,KY,21
Kentucky,1118,All,55-64,Bachelor's Degree,Divorced/Separated,KY,21
Kentucky,0,All,55-64,Bachelor's Degree,Widowed,KY,21
Kentucky,0,All,55-64,Graduate Degree,Never Married,KY,21
Kentucky,808,All,55-64,Graduate Degree,Married,KY,21
Kentucky,540,All,55-64,Graduate Degree,Divorced/Separated,KY,21
Kentucky,0,All,55-64,Graduate Degree,Widowed,KY,21
Kentucky,33,All,65+,Less than High School,Never Married,KY,21
Kentucky,115,All,65+,Less than High School,Married,KY,21
Kentucky,50,All,65+,Less than High School,Divorced/Separated,KY,21
Kentucky,412,All,65+,Less than High School,Widowed,KY,21
Kentucky,63,All,65+,High School Grad,Never Married,KY,21
Kentucky,1114,All,65+,High School Grad,Married,KY,21
Kentucky,551,All,65+,High School Grad,Divorced/Separated,KY,21
Kentucky,982,All,65+,High School Grad,Widowed,KY,21
Kentucky,0,All,65+,Some College,Never Married,KY,21
Kentucky,1122,All,65+,Some College,Married,KY,21
Kentucky,721,All,65+,Some College,Divorced/Separated,KY,21
Kentucky,643,All,65+,Some College,Widowed,KY,21
Kentucky,20,All,65+,Bachelor's Degree,Never Married,KY,21
Kentucky,210,All,65+,Bachelor's Degree,Married,KY,21
Kentucky,533,All,65+,Bachelor's Degree,Divorced/Separated,KY,21
Kentucky,314,All,65+,Bachelor's Degree,Widowed,KY,21
Kentucky,65,All,65+,Graduate Degree,Never Married,KY,21
Kentucky,627,All,65+,Graduate Degree,Married,KY,21
Kentucky,242,All,65+,Graduate Degree,Divorced/Separated,KY,21
Kentucky,22,All,65+,Graduate Degree,Widowed,KY,21
Louisiana,10218,All,0-17,Less than High School,Never Married,LA,22
Louisiana,0,All,0-17,Less than High School,Married,LA,22
Louisiana,0,All,0-17,Less than High School,Divorced/Separated,LA,22
Louisiana,0,All,0-17,Less than High School,Widowed,LA,22
Louisiana,54,All,0-17,High School Grad,Never Married,LA,22
Louisiana,0,All,0-17,High School Grad,Married,LA,22
Louisiana,0,All,0-17,High School Grad,Divorced/Separated,LA,22
Louisiana,0,All,0-17,High School Grad,Widowed,LA,22
Louisiana,0,All,0-17,Some College,Never Married,LA,22
Louisiana,0,All,0-17,Some College,Married,LA,22
Louisiana,0,All,0-17,Some College,Divorced/Separated,LA,22
Louisiana,0,All,0-17,Some College,Widowed,LA,22
Louisiana,0,All,0-17,Bachelor's Degree,Never Married,LA,22
Louisiana,0,All,0-17,Bachelor's Degree,Married,LA,22
Louisiana,0,All,0-17,Bachelor's Degree,Divorced/Separated,LA,22
Louisiana,0,All,0-17,Bachelor's Degree,Widowed,LA,22
Louisiana,0,All,0-17,Graduate Degree,Never Married,LA,22
Louisiana,0,All,0-17,Graduate Degree,Married,LA,22
Louisiana,0,All,0-17,Graduate Degree,Divorced/Separated,LA,22
Louisiana,0,All,0-17,Graduate Degree,Widowed,LA,22
Louisiana,1026,All,18-24,Less than High School,Never Married,LA,22
Louisiana,118,All,18-24,Less than High School,Married,LA,22
Louisiana,0,All,18-24,Less than High School,Divorced/Separated,LA,22
Louisiana,0,All,18-24,Less than High School,Widowed,LA,22
Louisiana,2469,All,18-24,High School Grad,Never Married,LA,22
Louisiana,602,All,18-24,High School Grad,Married,LA,22
Louisiana,216,All,18-24,High School Grad,Divorced/Separated,LA,22
Louisiana,0,All,18-24,High School Grad,Widowed,LA,22
Louisiana,6282,All,18-24,Some College,Never Married,LA,22
Louisiana,305,All,18-24,Some College,Married,LA,22
Louisiana,0,All,18-24,Some College,Divorced/Separated,LA,22
Louisiana,0,All,18-24,Some College,Widowed,LA,22
Louisiana,1314,All,18-24,Bachelor's Degree,Never Married,LA,22
Louisiana,0,All,18-24,Bachelor's Degree,Married,LA,22
Louisiana,0,All,18-24,Bachelor's Degree,Divorced/Separated,LA,22
Louisiana,0,All,18-24,Bachelor's Degree,Widowed,LA,22
Louisiana,172,All,18-24,Graduate Degree,Never Married,LA,22
Louisiana,63,All,18-24,Graduate Degree,Married,LA,22
Louisiana,0,All,18-24,Graduate Degree,Divorced/Separated,LA,22
Louisiana,0,All,18-24,Graduate Degree,Widowed,LA,22
Louisiana,1356,All,25-34,Less than High School,Never Married,LA,22
Louisiana,1900,All,25-34,Less than High School,Married,LA,22
Louisiana,0,All,25-34,Less than High School,Divorced/Separated,LA,22
Louisiana,0,All,25-34,Less than High School,Widowed,LA,22
Louisiana,2409,All,25-34,High School Grad,Never Married,LA,22
Louisiana,1741,All,25-34,High School Grad,Married,LA,22
Louisiana,442,All,25-34,High School Grad,Divorced/Separated,LA,22
Louisiana,178,All,25-34,High School Grad,Widowed,LA,22
Louisiana,998,All,25-34,Some College,Never Married,LA,22
Louisiana,1574,All,25-34,Some College,Married,LA,22
Louisiana,85,All,25-34,Some College,Divorced/Separated,LA,22
Louisiana,0,All,25-34,Some College,Widowed,LA,22
Louisiana,1824,All,25-34,Bachelor's Degree,Never Married,LA,22
Louisiana,1945,All,25-34,Bachelor's Degree,Married,LA,22
Louisiana,33,All,25-34,Bachelor's Degree,Divorced/Separated,LA,22
Louisiana,0,All,25-34,Bachelor's Degree,Widowed,LA,22
Louisiana,1664,All,25-34,Graduate Degree,Never Married,LA,22
Louisiana,1299,All,25-34,Graduate Degree,Married,LA,22
Louisiana,104,All,25-34,Graduate Degree,Divorced/Separated,LA,22
Louisiana,0,All,25-34,Graduate Degree,Widowed,LA,22
Louisiana,751,All,35-44,Less than High School,Never Married,LA,22
Louisiana,0,All,35-44,Less than High School,Married,LA,22
Louisiana,435,All,35-44,Less than High School,Divorced/Separated,LA,22
Louisiana,76,All,35-44,Less than High School,Widowed,LA,22
Louisiana,1687,All,35-44,High School Grad,Never Married,LA,22
Louisiana,1187,All,35-44,High School Grad,Married,LA,22
Louisiana,241,All,35-44,High School Grad,Divorced/Separated,LA,22
Louisiana,116,All,35-44,High School Grad,Widowed,LA,22
Louisiana,662,All,35-44,Some College,Never Married,LA,22
Louisiana,1306,All,35-44,Some College,Married,LA,22
Louisiana,1062,All,35-44,Some College,Divorced/Separated,LA,22
Louisiana,265,All,35-44,Some College,Widowed,LA,22
Louisiana,336,All,35-44,Bachelor's Degree,Never Married,LA,22
Louisiana,993,All,35-44,Bachelor's Degree,Married,LA,22
Louisiana,211,All,35-44,Bachelor's Degree,Divorced/Separated,LA,22
Louisiana,0,All,35-44,Bachelor's Degree,Widowed,LA,22
Louisiana,792,All,35-44,Graduate Degree,Never Married,LA,22
Louisiana,987,All,35-44,Graduate Degree,Married,LA,22
Louisiana,114,All,35-44,Graduate Degree,Divorced/Separated,LA,22
Louisiana,0,All,35-44,Graduate Degree,Widowed,LA,22
Louisiana,0,All,45-54,Less than High School,Never Married,LA,22
Louisiana,0,All,45-54,Less than High School,Married,LA,22
Louisiana,140,All,45-54,Less than High School,Divorced/Separated,LA,22
Louisiana,0,All,45-54,Less than High School,Widowed,LA,22
Louisiana,71,All,45-54,High School Grad,Never Married,LA,22
Louisiana,829,All,45-54,High School Grad,Married,LA,22
Louisiana,146,All,45-54,High School Grad,Divorced/Separated,LA,22
Louisiana,0,All,45-54,High School Grad,Widowed,LA,22
Louisiana,162,All,45-54,Some College,Never Married,LA,22
Louisiana,0,All,45-54,Some College,Married,LA,22
Louisiana,541,All,45-54,Some College,Divorced/Separated,LA,22
Louisiana,0,All,45-54,Some College,Widowed,LA,22
Louisiana,229,All,45-54,Bachelor's Degree,Never Married,LA,22
Louisiana,577,All,45-54,Bachelor's Degree,Married,LA,22
Louisiana,64,All,45-54,Bachelor's Degree,Divorced/Separated,LA,22
Louisiana,0,All,45-54,Bachelor's Degree,Widowed,LA,22
Louisiana,0,All,45-54,Graduate Degree,Never Married,LA,22
Louisiana,560,All,45-54,Graduate Degree,Married,LA,22
Louisiana,41,All,45-54,Graduate Degree,Divorced/Separated,LA,22
Louisiana,0,All,45-54,Graduate Degree,Widowed,LA,22
Louisiana,28,All,55-64,Less than High School,Never Married,LA,22
Louisiana,171,All,55-64,Less than High School,Married,LA,22
Louisiana,348,All,55-64,Less than High School,Divorced/Separated,LA,22
Louisiana,81,All,55-64,Less than High School,Widowed,LA,22
Louisiana,122,All,55-64,High School Grad,Never Married,LA,22
Louisiana,1276,All,55-64,High School Grad,Married,LA,22
Louisiana,202,All,55-64,High School Grad,Divorced/Separated,LA,22
Louisiana,347,All,55-64,High School Grad,Widowed,LA,22
Louisiana,73,All,55-64,Some College,Never Married,LA,22
Louisiana,509,All,55-64,Some College,Married,LA,22
Louisiana,1203,All,55-64,Some College,Divorced/Separated,LA,22
Louisiana,7,All,55-64,Some College,Widowed,LA,22
Louisiana,101,All,55-64,Bachelor's Degree,Never Married,LA,22
Louisiana,668,All,55-64,Bachelor's Degree,Married,LA,22
Louisiana,0,All,55-64,Bachelor's Degree,Divorced/Separated,LA,22
Louisiana,0,All,55-64,Bachelor's Degree,Widowed,LA,22
Louisiana,47,All,55-64,Graduate Degree,Never Married,LA,22
Louisiana,369,All,55-64,Graduate Degree,Married,LA,22
Louisiana,185,All,55-64,Graduate Degree,Divorced/Separated,LA,22
Louisiana,0,All,55-64,Graduate Degree,Widowed,LA,22
Louisiana,0,All,65+,Less than High School,Never Married,LA,22
Louisiana,107,All,65+,Less than High School,Married,LA,22
Louisiana,145,All,65+,Less than High School,Divorced/Separated,LA,22
Louisiana,109,All,65+,Less than High School,Widowed,LA,22
Louisiana,119,All,65+,High School Grad,Never Married,LA,22
Louisiana,950,All,65+,High School Grad,Married,LA,22
Louisiana,412,All,65+,High School Grad,Divorced/Separated,LA,22
Louisiana,345,All,65+,High School Grad,Widowed,LA,22
Louisiana,15,All,65+,Some College,Never Married,LA,22
Louisiana,1164,All,65+,Some College,Married,LA,22
Louisiana,356,All,65+,Some College,Divorced/Separated,LA,22
Louisiana,225,All,65+,Some College,Widowed,LA,22
Louisiana,127,All,65+,Bachelor's Degree,Never Married,LA,22
Louisiana,788,All,65+,Bachelor's Degree,Married,LA,22
Louisiana,290,All,65+,Bachelor's Degree,Divorced/Separated,LA,22
Louisiana,256,All,65+,Bachelor's Degree,Widowed,LA,22
Louisiana,0,All,65+,Graduate Degree,Never Married,LA,22
Louisiana,196,All,65+,Graduate Degree,Married,LA,22
Louisiana,110,All,65+,Graduate Degree,Divorced/Separated,LA,22
Louisiana,51,All,65+,Graduate Degree,Widowed,LA,22
Maine,3833,All,0-17,Less than High School,Never Married,ME,23
Maine,0,All,0-17,Less than High School,Married,ME,23
Maine,0,All,0-17,Less than High School,Divorced/Separated,ME,23
Maine,0,All,0-17,Less than High School,Widowed,ME,23
Maine,0,All,0-17,High School Grad,Never Married,ME,23
Maine,0,All,0-17,High School Grad,Married,ME,23
Maine,0,All,0-17,High School Grad,Divorced/Separated,ME,23
Maine,0,All,0-17,High School Grad,Widowed,ME,23
Maine,0,All,0-17,Some College,Never Married,ME,23
Maine,0,All,0-17,Some College,Married,ME,23
Maine,0,All,0-17,Some College,Divorced/Separated,ME,23
Maine,0,All,0-17,Some College,Widowed,ME,23
Maine,0,All,0-17,Bachelor's Degree,Never Married,ME,23
Maine,0,All,0-17,Bachelor's Degree,Married,ME,23
Maine,0,All,0-17,Bachelor's Degree,Divorced/Separated,ME,23
Maine,0,All,0-17,Bachelor's Degree,Widowed,ME,23
Maine,0,All,0-17,Graduate Degree,Never Married,ME,23
Maine,0,All,0-17,Graduate Degree,Married,ME,23
Maine,0,All,0-17,Graduate Degree,Divorced/Separated,ME,23
Maine,0,All,0-17,Graduate Degree,Widowed,ME,23
Maine,54,All,18-24,Less than High School,Never Married,ME,23
Maine,109,All,18-24,Less than High School,Married,ME,23
Maine,0,All,18-24,Less than High School,Divorced/Separated,ME,23
Maine,0,All,18-24,Less than High School,Widowed,ME,23
Maine,2002,All,18-24,High School Grad,Never Married,ME,23
